keyword,categoria,volumen_mensual,competencia_pago,indice_competencia_pago,puja_baja_ars,puja_alta_ars
luz bici,Ciclismo (accesorios),320,HIGH,100,28.92,364.57
linterna para bici,Ciclismo (accesorios),320,HIGH,100,14.96,291.3
luces led para bici,Ciclismo (accesorios),320,HIGH,100,23.26,290.58
racing club indumentaria,Ciclismo (accesorios),320,HIGH,100,37.89,280.89
zapatillas de ciclomontañismo,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,44.51,378.39
zapatillas shimano mountain bike,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,55.94,336.66
chaleco de peso,Crossfit,320,HIGH,100,45.78,480.81
mochila de hidratacion,Atletismo/Running,320,HIGH,100,46.28,464.24
adidas run 70s,Atletismo/Running,320,HIGH,100,62.64,195.24
zapatillas de running hombre,Atletismo/Running,320,HIGH,100,58.24,276.67
zapatillas brooks mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,37.77,206.27
zapatillas de correr,Atletismo/Running,320,HIGH,100,47.2,201.7
duramo sl,Atletismo/Running,320,HIGH,100,67.55,297.2
hoka zapatillas mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,33.45,186.42
zapatillas ultraboost,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,60.59,227.41
nike vomero mujer,Atletismo/Running,320,HIGH,100,43.74,229.73
cinta para caminar electrica,Atletismo/Running,320,HIGH,100,159.89,3174.09
puma running hombre,Atletismo/Running,320,HIGH,100,68.03,1484.1
zapatillas reebok hombre running,Atletismo/Running,320,HIGH,100,20.83,122.47
zapatillas para running mujer,Atletismo/Running,320,HIGH,100,47.21,221.6
zapatillas cloud,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,45.79,250.13
zapatillas supernova,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,50.45,155.77
adidas terrex botas,Atletismo/Running,320,HIGH,100,53.03,193.49
zapatillas saucony running,Atletismo/Running,320,HIGH,100,46.01,284.29
zapatillas para chicos,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,42.24,688.28
zapatillas fila hombre running,Atletismo/Running,320,HIGH,100,20.52,145.95
zapatillas para salir mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,57.61,579.94
saucony zapatillas running,Atletismo/Running,320,HIGH,100,46.01,284.29
zapatillas running saucony,Atletismo/Running,320,HIGH,100,46.01,284.29
zapatillas con aire,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,MEDIUM,53,40.69,206.78
chaleco de hidratación running,Atletismo/Running,320,HIGH,100,91.47,637.19
zapatillas running hombre reebok,Atletismo/Running,320,HIGH,100,20.83,122.47
zapatillas training mujer nike,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,36.8,182.97
zapatillas reebok running hombre,Atletismo/Running,320,HIGH,100,20.83,122.47
zapatillas running reebok hombre,Atletismo/Running,320,HIGH,100,20.83,122.47
zapatilla mujer outdoor,Calzado/ropa deportiva generica de marca (descartar - ultra competido),320,HIGH,100,92.94,464.38
i run indumentaria,Atletismo/Running,320,HIGH,99,25.91,329.9
adidas camara de aire,Atletismo/Running,320,HIGH,76,26.34,178.48
adidas pb bounce,Atletismo/Running,320,MEDIUM,43,89.78,146.71
palos de hockey vlack,Hockey (cesped),320,HIGH,99,79.73,373.14
bucal hockey,Hockey (cesped),320,HIGH,99,21.99,213.35
palo de hockey 100 carbono,Hockey (cesped),320,HIGH,100,64.13,254.36
botines de rugby adidas,Rugby,320,HIGH,100,39.46,145.78
gilbert pelota de rugby,Rugby,320,HIGH,100,34.14,169.43
gilbert pelotas de rugby,Rugby,320,HIGH,100,34.14,169.43
tienda de boxeo,Boxeo,320,HIGH,92,99.52,396.48
guantes boxeo everlast,Boxeo,320,HIGH,100,29.65,221.27
guantes de boxeo 14 onzas,Boxeo,320,HIGH,100,39.79,298.34
guantes ufc,Boxeo,320,HIGH,68,15.75,209.48
guantes de box adidas,Boxeo,320,HIGH,100,18.16,144.66
guantes de boxeo 12 onzas,Boxeo,320,HIGH,100,32.68,299.25
guantes de box 12 oz,Boxeo,320,HIGH,100,32.68,299.25
guantes de boxeo 14 oz,Boxeo,320,HIGH,100,39.79,298.34
bolsa de boxeo y guantes,Boxeo,320,HIGH,100,36.03,321.14
bolsa de boxeo de pie,Boxeo,320,HIGH,100,45.45,295.99
guantes de boxeo para ninos,Boxeo,320,HIGH,96,15.32,199.07
guantines de entrenamiento,Boxeo,320,HIGH,100,34.35,246.89
gorro para natacion,Natacion,320,HIGH,99,18.09,139.43
antiparras hydro,Natacion,320,HIGH,100,21.28,143.74
antiparra hydro,Natacion,320,HIGH,100,21.28,143.74
caña okuma,Pesca,320,HIGH,100,10.73,134.34
cucharas pesca,Pesca,320,HIGH,89,46.16,305.9
cucharilla de pesca,Pesca,320,HIGH,99,20.12,224.44
lineas para bogas,Pesca,320,MEDIUM,60,23.46,104.65
lineas para carpa,Pesca,320,HIGH,70,6.46,125.81
lineas para pejerrey de fondo,Pesca,320,HIGH,76,19.83,96.6
popper señuelo,Pesca,320,HIGH,100,69.75,425.86
precio de ril de pesca,Pesca,320,HIGH,99,9.43,73.06
reel rotativo okuma,Pesca,320,HIGH,100,13.52,164.59
reeles rotativos okuma,Pesca,320,HIGH,100,13.52,164.59
zapatillas senderismo,Trekking/Camping,320,HIGH,100,86.15,476.11
zapatos de trekking,Trekking/Camping,320,HIGH,100,59.8,444.63
botas adidas terrex,Trekking/Camping,320,HIGH,100,53.03,193.49
carpa coleman 6 personas,Trekking/Camping,320,HIGH,100,29.93,244.07
precio de carpas,Trekking/Camping,320,HIGH,99,15.16,218.8
carpa coleman 4 personas,Trekking/Camping,320,HIGH,100,50.1,273.06
zapatilla senderismo mujer,Trekking/Camping,320,HIGH,100,78.36,461.18
carpa para 3 personas,Trekking/Camping,320,HIGH,100,20.31,271.88
carpas para camping 4 personas,Trekking/Camping,320,HIGH,100,33.27,191.49
zapatilla trekking impermeable,Trekking/Camping,320,HIGH,100,95.65,533.68
precio de carpas para 4 personas,Trekking/Camping,320,HIGH,100,14.38,104.74
carpa canadiense para 4 personas,Trekking/Camping,320,HIGH,94,16.82,161.74
carpa waterdog,Trekking/Camping,320,HIGH,100,39.22,319.76
carpa inflable tipo casa,Trekking/Camping,320,HIGH,100,29.51,238.18
paletero padel,Padel,260,HIGH,100,122.7,421.32
pala padel babolat,Padel,260,HIGH,100,69.0,369.61
palas padel adidas,Padel,260,HIGH,100,80.95,311.21
adidas pala padel,Padel,260,HIGH,100,80.95,311.21
zapatillas de padel nike,Padel,260,HIGH,100,48.84,231.46
paletas de padel mercado libre,Padel,260,HIGH,100,81.01,351.89
mochilas nox,Padel,260,HIGH,100,68.99,354.93
zapatillas asic padel hombre,Padel,260,HIGH,100,78.84,478.95
paleta padel mujer,Padel,260,HIGH,100,72.32,306.73
paletas de padel vairo,Padel,260,HIGH,100,37.43,323.83
paletera padel,Padel,260,HIGH,100,122.7,421.32
paleta sane,Padel,260,HIGH,98,46.37,390.37
paleta drop shot,Padel,260,HIGH,100,48.46,505.38
paleta odea,Padel,260,HIGH,100,53.96,431.58
babolat padel pala,Padel,260,HIGH,100,69.0,369.61
grip para paleta de padel,Padel,260,HIGH,100,31.01,254.36
pala adidas pádel,Padel,260,HIGH,100,80.95,311.21
paleta bullpadel mujer,Padel,260,HIGH,100,61.61,217.71
paleta nox tapia,Padel,260,HIGH,100,57.0,318.56
paletas odea,Padel,260,HIGH,100,53.96,431.58
paletas padel babolat,Padel,260,HIGH,100,69.0,369.61
zapatillas de basquet under armour,Basquet,260,HIGH,100,27.47,147.19
tablero basquet,Basquet,260,HIGH,100,89.45,324.83
under armour basquet,Basquet,260,HIGH,100,42.42,270.59
zapatillas jordan basquet,Basquet,260,HIGH,100,48.85,213.25
pelota de basquet png,Basquet,260,LOW,0,0.0,0.0
zapatillas jordan básquet,Basquet,260,HIGH,100,48.85,213.25
asics voley mujer,Voley,260,HIGH,100,27.96,346.62
pelota de voley original,Voley,260,HIGH,99,19.58,139.7
pelota de voley rosa,Voley,260,MEDIUM,48,7.6,140.43
pelota de voley rosada,Voley,260,MEDIUM,48,7.6,140.43
rodillera asics voley,Voley,260,HIGH,100,25.54,205.77
zapatillas ciclismo mtb,Ciclismo (accesorios),260,HIGH,100,70.31,395.68
luz trasera bici,Ciclismo (accesorios),260,HIGH,100,24.88,326.32
casco bicicleta mujer,Ciclismo (accesorios),260,HIGH,100,49.93,306.12
casco bicicleta hombre,Ciclismo (accesorios),260,HIGH,100,46.98,318.46
luz trasera bicicleta,Ciclismo (accesorios),260,HIGH,100,24.88,326.32
cascos giro,Ciclismo (accesorios),260,HIGH,100,34.92,267.39
zapatillas para bicicleta,Ciclismo (accesorios),260,HIGH,100,39.29,294.58
casco bici mujer,Ciclismo (accesorios),260,HIGH,100,49.93,306.12
indumentaria ciclismo,Ciclismo (accesorios),260,HIGH,100,88.66,640.55
casco bici hombre,Ciclismo (accesorios),260,HIGH,100,46.98,318.46
zapatillas para bici,Ciclismo (accesorios),260,HIGH,100,39.29,294.58
zapatillas adidas para salir,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,51.34,145.58
zapatillas ciclismo mountain bike,Ciclismo (accesorios),260,HIGH,100,70.31,395.68
anillas gimnasia,Crossfit,260,HIGH,91,71.89,603.82
battle rope ejercicios,Crossfit,260,MEDIUM,35,82.69,404.56
zapatillas trail mujer,Atletismo/Running,260,HIGH,100,50.98,330.83
adidas supernova hombre,Atletismo/Running,260,HIGH,100,42.33,174.57
zapatillas de trail,Atletismo/Running,260,HIGH,100,80.95,384.75
ofertas zapatillas running,Atletismo/Running,260,HIGH,100,39.58,193.96
salomon negras,Atletismo/Running,260,HIGH,99,38.58,288.36
zapatillas cq,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,36.52,166.36
bolsa de hidratacion,Atletismo/Running,260,HIGH,100,45.59,423.97
zapatillas running puma,Atletismo/Running,260,HIGH,100,58.98,1111.45
precio cinta caminadora,Atletismo/Running,260,HIGH,100,68.04,3187.06
cinta para correr eléctrica,Atletismo/Running,260,HIGH,100,218.22,3173.98
zapatillas kd,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,61.62,289.0
zapatillas addnice adultos,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,16.11,117.29
zapatillas adidas hombre running ultra boost,Atletismo/Running,260,MEDIUM,53,62.26,147.52
pantalon topper,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,52.92,1426.58
zapatillas puma beige,Calzado/ropa deportiva generica de marca (descartar - ultra competido),260,HIGH,100,74.54,1126.93
zapatillas brooks running,Atletismo/Running,260,HIGH,100,39.51,193.65
palo de hockey reves,Hockey (cesped),260,HIGH,99,28.97,237.97
palo de hockey sobre cesped,Hockey (cesped),260,HIGH,98,51.66,271.8
botines canterbury,Rugby,260,HIGH,100,43.36,155.77
botines para rugby,Rugby,260,HIGH,100,35.97,156.06
vendas para box,Boxeo,260,HIGH,100,19.77,177.84
casco boxeo,Boxeo,260,HIGH,100,30.18,280.81
guantes boxeo venum,Boxeo,260,HIGH,100,30.05,254.36
manoplas boxeo,Boxeo,260,HIGH,93,31.63,259.06
guantes boxeo adidas,Boxeo,260,HIGH,100,29.51,151.04
guantes de ufc,Boxeo,260,HIGH,79,9.12,158.62
bucal de boxeo,Boxeo,260,HIGH,89,12.23,214.9
bolsa de boxeo everlast,Boxeo,260,HIGH,100,27.87,193.29
bolsa de boxeo mercado libre,Boxeo,260,HIGH,100,93.67,311.7
bronx guantes,Boxeo,260,HIGH,100,44.74,309.73
ropa de natacion,Natacion,260,HIGH,89,66.08,457.7
cañas para pescar,Pesca,260,HIGH,100,26.06,213.52
caña de pescar profesional,Pesca,260,HIGH,100,31.09,189.47
caña de pescar shimano,Pesca,260,HIGH,99,25.03,172.15
caña pescar,Pesca,260,HIGH,96,29.09,297.66
caña de pescar telescopica,Pesca,260,HIGH,100,25.38,314.22
caña baitcasting,Pesca,260,HIGH,100,29.03,263.69
cana para pescar,Pesca,260,HIGH,100,26.06,213.52
caña marine sport,Pesca,260,HIGH,99,7.72,79.01
caña para pejerrey,Pesca,260,HIGH,99,19.77,165.39
caña surfish,Pesca,260,HIGH,92,16.25,72.31
cañas de pescar cerca de mi,Pesca,260,LOW,26,0.0,0.0
reel para pesca,Pesca,260,HIGH,98,22.64,209.48
robador pesca,Pesca,260,HIGH,99,24.45,179.55
señuelo don kb,Pesca,260,HIGH,85,27.48,167.67
señuelo para pejerrey,Pesca,260,HIGH,100,20.96,216.95
señuelo rojo,Pesca,260,LOW,6,0.0,0.0
botas de montaña,Trekking/Camping,260,HIGH,100,62.08,470.96
bastones trekking,Trekking/Camping,260,HIGH,100,114.75,605.74
carpa 8 personas,Trekking/Camping,260,HIGH,95,32.6,300.41
zapatos trekking,Trekking/Camping,260,HIGH,100,64.11,478.29
botas trekking mujer impermeables,Trekking/Camping,260,HIGH,100,93.78,562.76
mochila para trekking,Trekking/Camping,260,HIGH,100,60.23,517.2
zapatillas para montaña,Trekking/Camping,260,HIGH,100,51.59,366.74
carpas precio,Trekking/Camping,260,HIGH,100,16.51,188.45
carpas playeras,Trekking/Camping,260,HIGH,100,52.97,297.06
bastones de trekking plegables,Trekking/Camping,260,HIGH,100,87.05,407.0
bastones para trekking,Trekking/Camping,260,HIGH,100,52.67,452.66
iglu para playa,Trekking/Camping,260,HIGH,100,29.98,145.53
carpas para camping 6 personas,Trekking/Camping,260,HIGH,100,34.96,259.21
carpa baño camping,Trekking/Camping,260,HIGH,100,44.73,354.64
carpas para playa autoarmables,Trekking/Camping,260,HIGH,100,59.19,363.69
bolsas para dormir bebes,Trekking/Camping,260,HIGH,100,58.27,481.62
bastón trekking,Trekking/Camping,260,HIGH,100,114.75,605.74
baston para trekking,Trekking/Camping,260,HIGH,100,52.67,452.66
bolsa de dormir mercado libre,Trekking/Camping,260,HIGH,100,74.26,427.36
carpas playeras automaticas,Trekking/Camping,260,HIGH,100,27.03,394.56
baño carpa,Trekking/Camping,260,HIGH,100,46.17,284.46
carpa 8 persona,Trekking/Camping,260,HIGH,95,32.6,300.41
carpa canadiense para 6 personas,Trekking/Camping,260,HIGH,100,24.49,177.81
carpa para cuatro personas,Trekking/Camping,260,HIGH,100,21.74,248.37
carpas cerca de mi,Trekking/Camping,260,MEDIUM,59,0.0,0.0
cocinilla mini,Trekking/Camping,260,HIGH,90,31.51,228.32
naturehike carpa,Trekking/Camping,260,HIGH,100,40.17,360.84
spinit carpas,Trekking/Camping,260,HIGH,100,45.59,333.54
palas padel,Padel,210,HIGH,100,140.31,632.07
overgrip padel,Padel,210,HIGH,100,52.15,371.28
asics padel hombre,Padel,210,HIGH,100,86.85,552.74
paletero bullpadel,Padel,210,HIGH,100,83.17,358.04
asics padel mujer,Padel,210,HIGH,100,81.4,484.66
paletero adidas,Padel,210,HIGH,100,96.26,415.8
zapatillas nox padel,Padel,210,HIGH,100,79.83,271.03
pelotas de padel por mayor,Padel,210,HIGH,100,91.53,548.79
zapatillas para jugar al padel,Padel,210,HIGH,100,62.11,218.44
zapatillas adidas para padel,Padel,210,HIGH,100,62.64,182.27
paleta wilson bela,Padel,210,HIGH,100,34.26,392.62
zapas de padel,Padel,210,HIGH,100,94.31,283.08
asic padel mujer,Padel,210,HIGH,100,81.4,484.66
bullpadel onyx control,Padel,210,HIGH,100,59.48,304.79
adidas paletero,Padel,210,HIGH,100,96.26,415.8
asics hombre padel,Padel,210,HIGH,100,86.85,552.74
palas de padel carbono,Padel,210,HIGH,100,90.14,349.49
paleta bullpadel vertex,Padel,210,HIGH,100,57.65,284.94
suela zapatillas padel,Padel,210,HIGH,89,104.73,327.64
adidas paleta de padel,Padel,210,HIGH,100,75.01,225.93
bullpadel onyx ctrl,Padel,210,HIGH,100,59.48,304.79
head paleta,Padel,210,HIGH,99,73.66,500.31
paleta de padel coast,Padel,210,HIGH,100,45.33,256.5
paleta hirostar,Padel,210,HIGH,100,45.07,330.75
paleta joma,Padel,210,HIGH,100,53.78,374.37
paleta trexx,Padel,210,HIGH,95,34.52,625.23
paletas de padel coast,Padel,210,HIGH,100,45.33,256.5
paletas hirostar,Padel,210,HIGH,100,45.07,330.75
precio raquetas de padel,Padel,210,HIGH,99,29.12,183.43
precios palas,Padel,210,HIGH,71,10.99,74.37
zapatillas para padel adidas,Padel,210,HIGH,100,62.64,182.27
zapatos de pádel,Padel,210,HIGH,100,94.31,283.08
zapatillas de basquet topper,Basquet,210,HIGH,100,51.82,850.86
zapatillas de basquet ofertas,Basquet,210,HIGH,100,53.1,189.15
zapatillas 361 basquet,Basquet,210,HIGH,98,42.25,276.84
zapatillas under armour basquet,Basquet,210,HIGH,100,36.76,229.48
zapatillas de basquet nike hombre,Basquet,210,HIGH,100,51.79,173.78
aro de basquet con tablero,Basquet,210,HIGH,100,82.06,305.33
aro de basquetbol con tablero,Basquet,210,HIGH,100,82.06,305.33
pelota basquet n 7,Basquet,210,HIGH,100,87.61,484.78
pelota basquet n7,Basquet,210,HIGH,100,87.61,484.78
zapatilla 361 basquet,Basquet,210,HIGH,98,42.25,276.84
rodilleras voley mujer,Voley,210,HIGH,100,25.19,254.64
zapatillas adidas voley mujer,Voley,210,HIGH,100,27.77,168.71
pelota molten voley,Voley,210,HIGH,100,24.48,223.3
zapatillas para jugar voley,Voley,210,HIGH,100,35.65,298.26
pelota de voley wilson,Voley,210,HIGH,94,14.62,116.95
pelota de voley mercado libre,Voley,210,HIGH,100,27.4,202.4
pelota de voley png,Voley,210,LOW,0,0.0,0.0
precio de red de voley,Voley,210,HIGH,100,29.33,377.04
zapatilla para jugar voley,Voley,210,HIGH,100,35.65,298.26
zapatillas de voley mujer adidas,Voley,210,MEDIUM,66,26.31,117.69
casco de ciclismo,Ciclismo (accesorios),210,HIGH,99,22.43,320.47
guantes de ciclismo,Ciclismo (accesorios),210,HIGH,100,34.18,320.06
guantes ciclismo,Ciclismo (accesorios),210,HIGH,100,50.87,547.92
guantes de bicicleta,Ciclismo (accesorios),210,HIGH,100,22.26,292.16
guantes de bici,Ciclismo (accesorios),210,HIGH,100,22.26,292.16
casco de ciclomontañismo,Ciclismo (accesorios),210,HIGH,99,22.43,320.47
luces para bicicleta delantera y trasera,Ciclismo (accesorios),210,HIGH,100,21.87,254.36
remera ciclismo hombre,Ciclismo (accesorios),210,HIGH,100,58.1,534.14
remera de ciclismo,Ciclismo (accesorios),210,HIGH,100,45.04,299.25
remeras ciclistas,Ciclismo (accesorios),210,HIGH,100,50.88,487.8
savage zapatillas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),210,HIGH,98,13.85,157.26
zapatillas con cámara,Calzado/ropa deportiva generica de marca (descartar - ultra competido),210,MEDIUM,57,33.98,210.45
chaleco lastrado,Crossfit,210,HIGH,100,46.01,397.81
chaleco con peso para entrenar,Crossfit,210,HIGH,100,45.55,479.78
chaleco peso para entrenar,Crossfit,210,HIGH,100,45.55,479.78
protector bucal hockey,Hockey (cesped),210,HIGH,100,28.4,265.2
palo hockey vlack,Hockey (cesped),210,HIGH,100,67.74,268.64
palos vlack,Hockey (cesped),210,HIGH,100,62.38,246.37
mercado libre palo de hockey,Hockey (cesped),210,HIGH,99,63.94,202.5
pollera de hockey,Hockey (cesped),210,HIGH,100,86.98,412.72
botines gilbert,Rugby,210,HIGH,100,44.4,254.36
guinda de rugby,Rugby,210,HIGH,86,25.42,175.01
guantes box,Boxeo,210,HIGH,100,24.35,236.46
guantes twins,Boxeo,210,HIGH,97,39.36,254.36
punching ball boxeo,Boxeo,210,HIGH,100,55.58,326.48
guantes fairtex,Boxeo,210,HIGH,100,35.23,222.04
guante de box,Boxeo,210,HIGH,100,24.35,236.46
guantes de king boxing,Boxeo,210,HIGH,97,15.1,221.84
fairtex guantes,Boxeo,210,HIGH,100,35.23,222.04
guantes de boxeo winning,Boxeo,210,HIGH,86,47.18,200.91
equipamiento de boxeo,Boxeo,210,HIGH,100,43.75,353.12
box guantes,Boxeo,210,HIGH,100,24.35,236.46
corti guantes de boxeo,Boxeo,210,HIGH,97,31.44,155.74
guantes de box corti,Boxeo,210,HIGH,97,31.44,155.74
tabla de natacion,Natacion,210,HIGH,78,36.32,220.04
ropa natacion,Natacion,210,HIGH,99,71.16,480.63
antiparras arena cobra,Natacion,210,HIGH,100,49.68,341.57
antiparra de natacion,Natacion,210,HIGH,100,41.4,322.04
gorra para pileta,Natacion,210,HIGH,100,25.74,140.58
malla para natacion hombre,Natacion,210,HIGH,100,50.76,316.68
carretes de pesca,Pesca,210,HIGH,91,19.03,329.18
señuelos para truchas,Pesca,210,HIGH,100,27.72,272.52
anzuelos mustad,Pesca,210,HIGH,99,11.9,170.47
cañas de pescar ofertas,Pesca,210,HIGH,100,35.74,403.99
anzuelo para carpa,Pesca,210,HIGH,97,11.0,164.68
anzuelo sasame,Pesca,210,HIGH,100,16.4,172.99
caja de pesca grande,Pesca,210,HIGH,100,31.39,333.89
caña de lance,Pesca,210,HIGH,100,19.82,218.96
caña lapicera,Pesca,210,HIGH,96,11.24,262.32
cucu señuelos,Pesca,210,HIGH,86,16.98,153.54
precio de reel de pesca,Pesca,210,HIGH,99,12.57,77.78
reel de pesca frontal,Pesca,210,HIGH,100,29.52,327.47
reel de pesca rotativo,Pesca,210,HIGH,98,25.65,293.75
reel okuma frontal,Pesca,210,HIGH,98,15.07,88.3
reel para pejerrey,Pesca,210,HIGH,100,16.13,178.77
reel pescador,Pesca,210,HIGH,81,10.1,106.51
reel rotativo shimano,Pesca,210,HIGH,100,16.74,177.91
tipos de reel de pesca,Pesca,210,HIGH,89,46.34,183.45
tipos de reeles de pesca,Pesca,210,HIGH,89,46.34,183.45
carpa 4 estaciones,Trekking/Camping,210,HIGH,99,52.31,489.45
mochila senderismo,Trekking/Camping,210,HIGH,100,100.18,439.07
zapatillas montaña,Trekking/Camping,210,HIGH,100,69.15,518.81
mochilas de montaña,Trekking/Camping,210,HIGH,100,74.76,426.65
mochila trekking 40 litros,Trekking/Camping,210,HIGH,100,85.26,516.69
botas de trekking hombre,Trekking/Camping,210,HIGH,100,65.95,536.23
carpas carrefour,Trekking/Camping,210,HIGH,97,3.62,84.01
carpa para 10 personas,Trekking/Camping,210,HIGH,98,22.56,481.63
carpa de acampar,Trekking/Camping,210,HIGH,100,21.39,371.47
carpa para 2 personas impermeable,Trekking/Camping,210,HIGH,100,43.17,419.95
carpas easy,Trekking/Camping,210,HIGH,96,29.75,228.88
carpas de campamento,Trekking/Camping,210,HIGH,100,28.4,390.79
carpas outdoor,Trekking/Camping,210,HIGH,100,135.84,573.13
carpa para 1 persona,Trekking/Camping,210,HIGH,100,37.55,307.84
carpas grandes para acampar,Trekking/Camping,210,HIGH,100,23.36,261.94
carpa para 5 personas,Trekking/Camping,210,HIGH,98,19.87,240.55
carpa iglu 2 personas,Trekking/Camping,210,HIGH,99,31.98,370.45
zapatillas trekking mujer montagne,Trekking/Camping,210,HIGH,100,81.84,1881.2
mochila trekking 40l,Trekking/Camping,210,HIGH,100,85.26,516.69
colchones para carpas,Trekking/Camping,210,HIGH,100,30.83,205.06
carpa autoarmable 4 personas,Trekking/Camping,210,HIGH,100,42.71,354.35
carpa para 12 personas,Trekking/Camping,210,HIGH,73,16.86,209.48
bolsa dormir bebe,Trekking/Camping,210,HIGH,100,115.79,754.76
bolsa de dormir pluma,Trekking/Camping,210,HIGH,100,79.72,478.2
bolsa de dormir waterdog,Trekking/Camping,210,HIGH,100,24.87,192.54
calzados trekking,Trekking/Camping,210,HIGH,100,80.66,469.28
carpa de playa automatica,Trekking/Camping,210,HIGH,100,91.9,337.69
carpa inflable para 4 personas,Trekking/Camping,210,HIGH,100,42.17,255.95
carpa para 4 personas precio,Trekking/Camping,210,HIGH,98,15.27,110.08
carpas de campamentos,Trekking/Camping,210,HIGH,100,28.4,390.79
carpas en easy,Trekking/Camping,210,HIGH,96,29.75,228.88
carpas para 4 personas precios,Trekking/Camping,210,HIGH,98,15.27,110.08
mochilas 40 litros trekking,Trekking/Camping,210,HIGH,100,85.26,516.69
mochilas trekking 40l,Trekking/Camping,210,HIGH,100,85.26,516.69
outdoor carpa,Trekking/Camping,210,HIGH,100,135.84,573.13
paletero nox,Padel,170,HIGH,100,104.49,403.8
pala padel head,Padel,170,HIGH,100,57.65,335.66
mochila padel mujer,Padel,170,HIGH,100,88.03,397.24
zapatillas padel mujer nike,Padel,170,HIGH,100,46.8,229.45
palas de padel siux,Padel,170,HIGH,100,46.21,258.68
mochila para padel,Padel,170,HIGH,100,82.02,401.34
mochila adidas padel,Padel,170,HIGH,100,73.28,203.17
palas de padel profesionales,Padel,170,HIGH,100,79.71,309.11
nox paletero,Padel,170,HIGH,100,104.49,403.8
paleta padel head,Padel,170,HIGH,100,57.65,335.66
empuñadura padel,Padel,170,MEDIUM,36,40.23,569.23
bolso paletero adidas,Padel,170,HIGH,100,65.26,286.18
pala bull padel,Padel,170,HIGH,100,67.71,318.65
paleta babolat viper,Padel,170,HIGH,100,105.48,391.82
davor paleta,Padel,170,HIGH,99,36.38,425.41
garden pádel venta de ropa deportiva y paletas,Padel,170,LOW,3,0.0,0.0
nox paleta,Padel,170,HIGH,100,63.59,372.4
pala top force,Padel,170,HIGH,100,29.75,384.65
palas pádel head,Padel,170,HIGH,100,57.65,335.66
paleta coast mirage,Padel,170,HIGH,100,46.13,370.11
paleta de padel para principiantes,Padel,170,HIGH,100,69.05,248.23
paleta de padel vieja,Padel,170,LOW,30,0.0,0.0
paleta kuikma,Padel,170,HIGH,94,41.79,269.33
paleta snauwaert,Padel,170,HIGH,98,35.55,369.38
paleta starvie,Padel,170,HIGH,100,42.3,320.57
paleta top force,Padel,170,HIGH,100,29.75,384.65
paletas kuikma,Padel,170,HIGH,94,41.79,269.33
siux paleta,Padel,170,HIGH,100,60.25,444.68
tubo de pelotas de padel,Padel,170,HIGH,100,31.25,264.6
zapatilla adidas barricade,Calzado/ropa deportiva generica de marca (descartar - ultra competido),170,HIGH,100,73.32,384.55
zapatillas nike basquet hombre,Basquet,170,HIGH,100,59.18,225.93
zapatillas finders basquet,Basquet,170,HIGH,100,40.94,180.84
pelota de basquet precio,Basquet,170,HIGH,95,12.84,149.55
pelota de basquet wilson,Basquet,170,HIGH,100,28.04,189.79
aro de basquet con pelota,Basquet,170,HIGH,89,33.04,349.21
peak zapatillas basquet,Basquet,170,HIGH,100,32.92,280.22
pelota de básquet precio,Basquet,170,HIGH,95,12.84,149.55
pelotas basquet n5,Basquet,170,HIGH,100,87.37,434.23
zapatillas de basquet nike blancas,Basquet,170,MEDIUM,47,22.96,121.73
zapatillas de basquet peak,Basquet,170,HIGH,98,23.23,196.77
zapatillas de basquet rosadas,Basquet,170,HIGH,79,46.4,172.07
zapatillas volleyball,Voley,170,HIGH,100,27.84,177.61
rodilleras voley nike,Voley,170,HIGH,99,26.63,151.49
zapatillas asics voley hombre,Voley,170,HIGH,100,33.99,246.79
rodilleras mizuno voley,Voley,170,HIGH,100,27.69,299.83
red de voley portatil,Voley,170,HIGH,100,49.21,414.22
molten voley,Voley,170,HIGH,99,24.7,321.44
pintier voley,Voley,170,HIGH,97,24.66,206.02
red de voley portátil,Voley,170,HIGH,100,49.21,414.22
zapatillas adidas para voley,Voley,170,HIGH,100,26.31,115.0
ropa ciclismo mujer,Ciclismo (accesorios),170,HIGH,100,79.03,768.77
ropa de ciclismo hombre,Ciclismo (accesorios),170,HIGH,100,75.0,638.58
